title,original_airdate,production_number,dialogue
Tomorrow  is Yesterday ,"26 Jan, 1967  ",21,I am.
Tomorrow  is Yesterday ,"26 Jan, 1967  ",21,"You may be correct, Doctor. Open communicator channel."
Tomorrow  is Yesterday ,"26 Jan, 1967  ",21,Beam up immediately.
Tomorrow  is Yesterday ,"26 Jan, 1967  ",21,"We'll know in a moment, Doctor."
Tomorrow  is Yesterday ,"26 Jan, 1967  ",21,"Spock here. Are you all right, Captain?"
Tomorrow  is Yesterday ,"26 Jan, 1967  ",21,"I don't believe there'll be trouble in that respect, Captain."
Tomorrow  is Yesterday ,"26 Jan, 1967  ",21,Our guest seems quite satisfied to remain where he is.
Tomorrow  is Yesterday ,"26 Jan, 1967  ",21,"Your decision to beam up was quite correct,  Mister Sulu."
Tomorrow  is Yesterday ,"26 Jan, 1967  ",21,Spock here.
Tomorrow  is Yesterday ,"26 Jan, 1967  ",21,"Do so now, engineer. We'll need all power to test our theory."
Tomorrow  is Yesterday ,"26 Jan, 1967  ",21,Poor photography.
Tomorrow  is Yesterday ,"26 Jan, 1967  ",21,"I am aware of that, Doctor. This is the first officer. Captain  Christopher to the briefing room."
Tomorrow  is Yesterday ,"26 Jan, 1967  ",21,"Quite logical, Captain. Can you give us the co-ordinates to beam  down a landing party near those interrogation rooms?"
Tomorrow  is Yesterday ,"26 Jan, 1967  ",21,"I can't do that, Captain."
Tomorrow  is Yesterday ,"26 Jan, 1967  ",21,"Mister Sulu, you and Captain Christopher will beam down with me.  The captain will provide the co-ordinates for the transporter chief."
Tomorrow  is Yesterday ,"26 Jan, 1967  ",21,"One for you, one for me. Set them on heavy stun force."
Tomorrow  is Yesterday ,"26 Jan, 1967  ",21,"In fact, I do. But only to a certain point."
Tomorrow  is Yesterday ,"26 Jan, 1967  ",21,Energise.
Tomorrow  is Yesterday ,"26 Jan, 1967  ",21,"Don't you find that painful, Captain?"
Tomorrow  is Yesterday ,"26 Jan, 1967  ",21,He knew the exact beam down co-ordinates for this section of the  base. It was necessary to bring him along.
Tomorrow  is Yesterday ,"26 Jan, 1967  ",21,I suspected he might not wish to return with us.
Tomorrow  is Yesterday ,"26 Jan, 1967  ",21,"Mister Scott and I both agree that the only  possible solution is the slingshot effect, like the one that put us  here. My computations indicate that if we fly toward the sun, seek out  its magnetic attraction, then pull away at full power, the whiplash  will propel us into another time warp."
Tomorrow  is Yesterday ,"26 Jan, 1967  ",21,"Logically, as we move faster and faster toward the sun, we'll  begin to move backward in time. We'll actually go back beyond  yesterday,  beyond the point when we first appeared in the sky. Then, breaking free  will shoot us forward in time, and we'll transport you back before any  of this happened."
Tomorrow  is Yesterday ,"26 Jan, 1967  ",21,"Since we've passed Mercury, the sun's pull on us has increased  greatly. From here, we'll move even faster. And Captain, notice the  chronometers. They've started backward. Minute by minute, the speed of  time passage will now increase."
Tomorrow  is Yesterday ,"26 Jan, 1967  ",21,"Approaching breakaway point. On the countdown. Ten, nine, eight,  seven, six, five, four, three, two, one."
Tomorrow  is Yesterday ,"26 Jan, 1967  ",21,We've broken free and heading back.
Tomorrow  is Yesterday ,"26 Jan, 1967  ",21,"Chronometers moving forward again, Captain."
Tomorrow  is Yesterday ,"26 Jan, 1967  ",21,Computed.
Tomorrow  is Yesterday ,"26 Jan, 1967  ",21,"Twenty minutes, sir. It'll be close."
Tomorrow  is Yesterday ,"26 Jan, 1967  ",21,"Ten minutes. Nine, eight, seven, six, five, four, three, two,  one."
Tomorrow  is Yesterday ,"26 Jan, 1967  ",21,"Approaching second beaming, Captain."
Tomorrow  is Yesterday ,"26 Jan, 1967  ",21,Now.
Tomorrow  is Yesterday ,"26 Jan, 1967  ",21,"Approaching our century, Captain. Braking should begin now."
Tomorrow  is Yesterday ,"26 Jan, 1967  ",21,Fifty years to go.
Tomorrow  is Yesterday ,"26 Jan, 1967  ",21,"Forty, thirty."
The  Return of The Archons ,"9 Feb, 1967  ",22,Odd. The expression on that man's face. The mindlessness. Vacant  contentment.
The  Return of The Archons ,"9 Feb, 1967  ",22,Evidently they're not prepared to deal with out right  disobedience. How did you know?
The  Return of The Archons ,"9 Feb, 1967  ",22,Your analysis seems logical.
The  Return of The Archons ,"9 Feb, 1967  ",22,"Fascinating. This is merely a hollow tube, Captain. No  mechanism."
The  Return of The Archons ,"9 Feb, 1967  ",22,"Totally illogical. Yesterday, without apparent cause or reason,  they wrought total havoc. Yet today, now"
The  Return of The Archons ,"9 Feb, 1967  ",22,"Telepathy, Captain."
The  Return of The Archons ,"9 Feb, 1967  ",22,Amazing in this culture.
The  Return of The Archons ,"9 Feb, 1967  ",22,It took a very advanced technology to construct a device like  this. Inconsistent with this environment
The  Return of The Archons ,"9 Feb, 1967  ",22,"Strong power generations, Captain. Near here, but radiating in  all directions."
The  Return of The Archons ,"9 Feb, 1967  ",22,An underground? How are you organised?
The  Return of The Archons ,"9 Feb, 1967  ",22,Powerful enough to destroy a starship? Affirmative.
The  Return of The Archons ,"9 Feb, 1967  ",22,Captain.
The  Return of The Archons ,"9 Feb, 1967  ",22,"Sensor beams, very strong. We're being probed. In this  direction."
The  Return of The Archons ,"9 Feb, 1967  ",22,Block them out.
The  Return of The Archons ,"9 Feb, 1967  ",22,"Too strong, Captain. Can't be blocked."
The  Return of The Archons ,"9 Feb, 1967  ",22,"Projection, Captain. Unreal."
The  Return of The Archons ,"9 Feb, 1967  ",22,"He doesn't hear you, Captain."
The  Return of The Archons ,"9 Feb, 1967  ",22,Where's Doctor McCoy?
The  Return of The Archons ,"9 Feb, 1967  ",22,I should say they've been here and been removed.
The  Return of The Archons ,"9 Feb, 1967  ",22,Evidently a maximum security establishment. Are you armed?
The  Return of The Archons ,"9 Feb, 1967  ",22,The natural result of being subjected to a hypersonic.
The  Return of The Archons ,"9 Feb, 1967  ",22,"Sound waves. Stronger, they might have killed us. As it was,  they merely rendered us unconscious."
The  Return of The Archons ,"9 Feb, 1967  ",22,"We shouldn't depend on that happening again, Captain. In a  society as well organised as this one seems to be, I cannot conceive of  such an oversight going uncorrected. Interesting, however. Their  reaction to your defiance was remarkably similar to the reaction of a  computer when fed insufficient or contradictory data."
The  Return of The Archons ,"9 Feb, 1967  ",22,"Quite human, Captain. It's simply that all the facts are not yet  in. There are gaps."
The  Return of The Archons ,"9 Feb, 1967  ",22,Like Sulu.
The  Return of The Archons ,"9 Feb, 1967  ",22,"You've been corrected, Captain. You'd better go."
The  Return of The Archons ,"9 Feb, 1967  ",22,"Doctor McCoy, what will happen to him?"
The  Return of The Archons ,"9 Feb, 1967  ",22,Impossible. He's under extremely powerful control.
The  Return of The Archons ,"9 Feb, 1967  ",22,"Little else we can do, unless you can think of a way to get  through that door."
The  Return of The Archons ,"9 Feb, 1967  ",22,"And apparently commanding powers far beyond our comprehension.  Not simple, not ridiculous. Very, very dangerous."
The  Return of The Archons ,"9 Feb, 1967  ",22,What about the Captain?
The  Return of The Archons ,"9 Feb, 1967  ",22,"We are not Archons, Marplon."
The  Return of The Archons ,"9 Feb, 1967  ",22,Where is Reger?
The  Return of The Archons ,"9 Feb, 1967  ",22,Who is Landru?
The  Return of The Archons ,"9 Feb, 1967  ",22,Joy be with you. Peace and contentment.
The  Return of The Archons ,"9 Feb, 1967  ",22,Captain.
The  Return of The Archons ,"9 Feb, 1967  ",22,Quite all right. Be careful of Doctor McCoy.
The  Return of The Archons ,"9 Feb, 1967  ",22,"I am formulating a theory, Captain."
The  Return of The Archons ,"9 Feb, 1967  ",22,Not here. The doctor.
The  Return of The Archons ,"9 Feb, 1967  ",22,"This is a soulless society, Captain. It has no spirit, no spark.  All is indeed peace and  tranquillity. The peace of the factory, the tranquillity of the  machine. All parts working in unison."
The  Return of The Archons ,"9 Feb, 1967  ",22,"Until new orders are received. The question is, who gives those  orders?"
The  Return of The Archons ,"9 Feb, 1967  ",22,"There is no Landru, Captain, not in the human sense."
The  Return of The Archons ,"9 Feb, 1967  ",22,Sir?
The  Return of The Archons ,"9 Feb, 1967  ",22,"Captain, our Prime Directive of non-interference."
The  Return of The Archons ,"9 Feb, 1967  ",22,Captain.
The  Return of The Archons ,"9 Feb, 1967  ",22,Spock to Enterprise. status report.
The  Return of The Archons ,"9 Feb, 1967  ",22,"Report, Scott."
The  Return of The Archons ,"9 Feb, 1967  ",22,Captain.
The  Return of The Archons ,"9 Feb, 1967  ",22,"Useless, Captain. A projection."
The  Return of The Archons ,"9 Feb, 1967  ",22,"A machine. This whole society is a machine's concept of  perfection. Peace, harmony."
The  Return of The Archons ,"9 Feb, 1967  ",22,"The good of the Body, Captain. That's the key."
The  Return of The Archons ,"9 Feb, 1967  ",22,"Are you aiding the body, or are you destroying it?"
The  Return of The Archons ,"9 Feb, 1967  ",22,"Not necessary, Captain. They have no guidance. Possibly for the  first time in their lives."
The  Return of The Archons ,"9 Feb, 1967  ",22,Then the body dies. Creativity is necessary for the health of  the Body.
The  Return of The Archons ,"9 Feb, 1967  ",22,"What's left of him, after he built and programmed this machine  six thousand years ago."
The  Return of The Archons ,"9 Feb, 1967  ",22,Marvellous.
The  Return of The Archons ,"9 Feb, 1967  ",22,"The late Landru, Captain. A marvellous feat of engineering. A  computer capable of directing the lives of millions of human beings."
The  Return of The Archons ,"9 Feb, 1967  ",22,"Predictably metaphysical. I prefer the concrete, the graspable,  the provable."
The  Return of The Archons ,"9 Feb, 1967  ",22,"That is very kind of you, Captain."
The  Return of The Archons ,"9 Feb, 1967  ",22,How often mankind has wished for a world as peaceful and secure  as the one Landru provided.
A  Taste of Armageddon ,"23 Feb, 1967  ",23,"In view of code seven-ten, Captain, may I suggest"
A  Taste of Armageddon ,"23 Feb, 1967  ",23,"We know very little about them. Their  civilisation is advanced. They've had space flight for several  centuries, but they've never ventured beyond their own solar system.  When first contacted more than fifty years ago, Eminiar Seven was at  war with its nearest neighbour."
A  Taste of Armageddon ,"23 Feb, 1967  ",23,The Earth expedition making the report failed to return from its  mission. The USS Valiant. Listed as missing in space.
A  Taste of Armageddon ,"23 Feb, 1967  ",23,"Transporter room standing by, Captain."
A  Taste of Armageddon ,"23 Feb, 1967  ",23,We've selected a site which from the traffic seems to be near an  official establishment.
A  Taste of Armageddon ,"23 Feb, 1967  ",23,"No hostility directed toward us. No apparent notice taken of us  at all, which seems strange. They did scan us when we assumed orbit.  Obviously, they know we're here."
A  Taste of Armageddon ,"23 Feb, 1967  ",23,"Screens down, but all defensive details on general alert status,  Captain."
A  Taste of Armageddon ,"23 Feb, 1967  ",23,"Sir, we have completely scanned your planet. We find it highly  advanced, prosperous in a material sense, comfortable for your people,  and peaceful in the extreme. Yet you say you are at war. There is no  evidence of this."
A  Taste of Armageddon ,"23 Feb, 1967  ",23,With whom are you at war?
A  Taste of Armageddon ,"23 Feb, 1967  ",23,Strange.
A  Taste of Armageddon ,"23 Feb, 1967  ",23,Are these attacks frequent?
A  Taste of Armageddon ,"23 Feb, 1967  ",23,"None, Captain. Yeoman Tamula."
A  Taste of Armageddon ,"23 Feb, 1967  ",23,Tricorder readings. Radiation. Disturbances of any kind.
A  Taste of Armageddon ,"23 Feb, 1967  ",23,"Computers, Captain. They fight their war with computers.  Totally."
A  Taste of Armageddon ,"23 Feb, 1967  ",23,Then the attack by Vendikar was theoretical.
A  Taste of Armageddon ,"23 Feb, 1967  ",23,There is a certain scientific logic about it.
A  Taste of Armageddon ,"23 Feb, 1967  ",23,I do not approve. I understand.
A  Taste of Armageddon ,"23 Feb, 1967  ",23,"Limited telepathic abilities are inherent in Vulcanians,  Captain. It may work. It may not."
A  Taste of Armageddon ,"23 Feb, 1967  ",23,"My pleasure, Captain."
A  Taste of Armageddon ,"23 Feb, 1967  ",23,I understand.
A  Taste of Armageddon ,"23 Feb, 1967  ",23,"An entrance, Captain, but no exit. They go in, but they do not  come out."
A  Taste of Armageddon ,"23 Feb, 1967  ",23,So I would assume.
A  Taste of Armageddon ,"23 Feb, 1967  ",23,"Sir, there's a multi-legged creature crawling on your shoulder."
A  Taste of Armageddon ,"23 Feb, 1967  ",23,"We captured four of their disrupter-type weapons, two complete  outfits of male clothing, and perhaps most important of all, one of  their communication devices."
A  Taste of Armageddon ,"23 Feb, 1967  ",23,"Not at this time. Its range is restricted in comparison with  ours. I may be able to alter its components, but it will take time."
A  Taste of Armageddon ,"23 Feb, 1967  ",23,"Spock to Enterprise, come in."
A  Taste of Armageddon ,"23 Feb, 1967  ",23,Is the ship all right?
A  Taste of Armageddon ,"23 Feb, 1967  ",23,The Captain is overdue. We've suffered no casualties among us.  This is important. Under no circumstances shall any one beam down from  the Enterprise. They'd be killed the moment they arrived.
A  Taste of Armageddon ,"23 Feb, 1967  ",23,The Ambassador?
A  Taste of Armageddon ,"23 Feb, 1967  ",23,Orbit out to maximum phaser range and stand  by for further orders. Spock out.
A  Taste of Armageddon ,"23 Feb, 1967  ",23,"Find the Ambassador and the Captain. Yeoman Tamula, you stay  here and prevent this young lady from immolating herself. Knock her  down if necessary. This is a killing situation. Do what you must to  protect yourself. Clear?"
A  Taste of Armageddon ,"23 Feb, 1967  ",23,"Please, Mister Fox. Ladies and gentlemen, please move quickly  away from the chamber or you may be injured."
A  Taste of Armageddon ,"23 Feb, 1967  ",23,"Practicing a peculiar variety of diplomacy, sir."
A  Taste of Armageddon ,"23 Feb, 1967  ",23,"I'll take you to a place of comparative safety, then I must find  the Captain."
A  Taste of Armageddon ,"23 Feb, 1967  ",23,"By now, Mister Ambassador, I'm sure you realise that normal  diplomatic procedures are ineffective here."
A  Taste of Armageddon ,"23 Feb, 1967  ",23,"Very well, sir. We need all the help we can get."
A  Taste of Armageddon ,"23 Feb, 1967  ",23,I had assumed you needed help. I see I'm in error.
A  Taste of Armageddon ,"23 Feb, 1967  ",23,"These are the attack computers,  Captain. That one's defence, that one computes the casualties. They're  all tied in with a subspace transmission unit, which keeps them in  constant contact with their Vendikan counterparts."
A  Taste of Armageddon ,"23 Feb, 1967  ",23,"At the moment contact is broken, it abrogates the agreement  between the two warring parties."
A  Taste of Armageddon ,"23 Feb, 1967  ",23,"This one's the key. The circuit is now locked. Destroy this one,  and they'll all go."
A  Taste of Armageddon ,"23 Feb, 1967  ",23,"There's a chance it may work, Captain."
A  Taste of Armageddon ,"23 Feb, 1967  ",23,"Captain, you took a big chance."
A  Taste of Armageddon ,"23 Feb, 1967  ",23,A feeling is not much to go on.
A  Taste of Armageddon ,"23 Feb, 1967  ",23,"Captain, you almost make me believe in luck."
Space  Seed ,"16 Feb, 1967  ",24,Definitely a space vessel of some type.
Space  Seed ,"16 Feb, 1967  ",24,Unknown. It could hardly be an Earth ship. There have been no  flights into this sector for years.
Space  Seed ,"16 Feb, 1967  ",24,I fail to understand why it always gives you pleasure to see me  proven wrong.
Space  Seed ,"16 Feb, 1967  ",24,"Much older. DY-100 class, to be exact. Captain, the last such  vessel was built centuries ago, back in the 1990s."
Space  Seed ,"16 Feb, 1967  ",24,Or an old Earth ship being used by aliens.
Space  Seed ,"16 Feb, 1967  ",24,"Sensor reading, Captain. Some sort of equipment functioning on  that vessel."
Space  Seed ,"16 Feb, 1967  ",24,"Hull surface is pitted with meteor scars. However, scanners make  out a name. SS Botany Bay."
Space  Seed ,"16 Feb, 1967  ",24,"No such vessel listed. Records of that period are fragmentary,  however. The mid=1990s was the era of your last so-called World War."
Space  Seed ,"16 Feb, 1967  ",24,Of course. Your attempt to improve the race through selective  breeding.
Space  Seed ,"16 Feb, 1967  ",24,Lieutenant McGivers.
Space  Seed ,"16 Feb, 1967  ",24,"A strange, violent period in your history. I find no record what  so ever of an SS Botany Bay. Captain, the DY-100 class vessel was  designed for interplanetary travel only. With simple nuclear-powered  engines, star travel was considered impractical at that time. It was  ten thousand to one against their making it to another star system.  And why no record of the trip?"
Space  Seed ,"16 Feb, 1967  ",24,"If you're suggesting this was a penal deportation vessel, you've  arrived at a totally illogical conclusion."
Space  Seed ,"16 Feb, 1967  ",24,Your Earth was on the verge of a dark ages. Whole populations  were being bombed out of existence. A group of criminals could have  been dealt with far more efficiently than wasting one of their most  advanced spaceships.
Space  Seed ,"16 Feb, 1967  ",24,"Even a theory requires some facts, Captain. So far I have none."
Space  Seed ,"16 Feb, 1967  ",24,Irritation?
Space  Seed ,"16 Feb, 1967  ",24,I am not capable of that emotion.
Space  Seed ,"16 Feb, 1967  ",24,"Insufficient facts always invites danger, Captain."
Space  Seed ,"16 Feb, 1967  ",24,"Aye, sir."
Space  Seed ,"16 Feb, 1967  ",24,I note he's making considerable use of our technical library.
Space  Seed ,"16 Feb, 1967  ",24,"There is that possibility, Captain. His age would be correct. In  1993, a group of these young supermen did seize power simultaneously in  over forty nations."
Space  Seed ,"16 Feb, 1967  ",24,Because the scientists overlooked one fact. Superior ability  breeds superior ambition.
Space  Seed ,"16 Feb, 1967  ",24,"I have collected some names and made some counts. By my  estimate, there were some eighty or ninety of these young supermen  unaccounted for when they were finally defeated."
Space  Seed ,"16 Feb, 1967  ",24,Would you reveal to war-weary populations that some eighty  Napoleons might still be alive?
Space  Seed ,"16 Feb, 1967  ",24,And how you managed to keep it out of the history books.
Space  Seed ,"16 Feb, 1967  ",24,There was the war to end tyranny. Many considered that a noble  effort.
Space  Seed ,"16 Feb, 1967  ",24,"Unify, sir? Like a team of animals under one whip?"
Space  Seed ,"16 Feb, 1967  ",24,Under dozens of petty dictatorships.
Space  Seed ,"16 Feb, 1967  ",24,Then your sympathies were with
Space  Seed ,"16 Feb, 1967  ",24,"From 1992 through 1996, absolute ruler of more than a quarter of  your world. From Asia through the Middle East."
Space  Seed ,"16 Feb, 1967  ",24,"Gentlemen, this romanticism about a ruthless dictator is"
Space  Seed ,"16 Feb, 1967  ",24,And as little freedom.
Space  Seed ,"16 Feb, 1967  ",24,Gentlemen.
Space  Seed ,"16 Feb, 1967  ",24,Illogical.
Space  Seed ,"16 Feb, 1967  ",24,"Turbo elevators inoperative. Jammed, Captain."
Space  Seed ,"16 Feb, 1967  ",24,Useless. They're on override in Engineering.
Space  Seed ,"16 Feb, 1967  ",24,Impossible. Intruder control systems inoperative. Mister Khan  was very thorough in his study of our tech manuals.
Space  Seed ,"16 Feb, 1967  ",24,Brilliant. Every contingency anticipated.
Space  Seed ,"16 Feb, 1967  ",24,"Surprised to see you, Captain, though pleased."
Space  Seed ,"16 Feb, 1967  ",24,Khan is holding our staff in the briefing room. His men have  control of the ship.
Space  Seed ,"16 Feb, 1967  ",24,There's a relay junction down the corridor.
Space  Seed ,"16 Feb, 1967  ",24,"Quite correct, Captain. Planet number five there is habitable,  although a bit savage, somewhat inhospitable."
Space  Seed ,"16 Feb, 1967  ",24,"It would be interesting, Captain, to return to that world in a  hundred years and to learn what crop has sprung from the seed you  planted today."
This  Side of Paradise ,"2 Mar, 1967  ",25,"Absolutely none, Captain. Berthold rays are such a recent  discovery. We do not yet have full knowledge of their nature. It is  known, however, that living animal tissue disintegrates under exposure.  Sandoval's group could not have survived after three years."
This  Side of Paradise ,"2 Mar, 1967  ",25,I am saying they knew there was a risk.
This  Side of Paradise ,"2 Mar, 1967  ",25,The breakdown of tissue does not develop immediately. We can  risk a limited exposure.
This  Side of Paradise ,"2 Mar, 1967  ",25,"Captain, this planet is being bombarded by Berthold rays, as our  reports indicated. At this intensity, we'll be safe for a week if  necessary. But"
This  Side of Paradise ,"2 Mar, 1967  ",25,"There's also no question of the fact that Berthold rays are  incontrovertibly deadly. There's no miracle connected with it, Doctor,  you know that. No cures, no serums, no antidotes. If a man is exposed  long enough, he dies."
This  Side of Paradise ,"2 Mar, 1967  ",25,"Spock here, Captain. There seems to be a  total absence of life on the planet, with the exception of the  colonists and various types of flora."
This  Side of Paradise ,"2 Mar, 1967  ",25,"Not at the moment, sir. I am conducting various tests with the  tricorder, but results are inconclusive."
This  Side of Paradise ,"2 Mar, 1967  ",25,"Nothing. Not even insects. Yet your plants grow, and you've  survived exposure to Berthold rays."
This  Side of Paradise ,"2 Mar, 1967  ",25,Please do.
This  Side of Paradise ,"2 Mar, 1967  ",25,I have never understood the female capacity to avoid a direct  answer to any question.
This  Side of Paradise ,"2 Mar, 1967  ",25,I would like to know how your people have managed to survive  here.
This  Side of Paradise ,"2 Mar, 1967  ",25,"Logically, you should all be dead."
This  Side of Paradise ,"2 Mar, 1967  ",25,Emotions are alien to me. I'm a scientist.
This  Side of Paradise ,"2 Mar, 1967  ",25,You've not yet explained the nature of this thing.
This  Side of Paradise ,"2 Mar, 1967  ",25,"What you're describing was once known in the vernacular as a  happiness pill. And you, as a scientist, should know that that's not  possible."
This  Side of Paradise ,"2 Mar, 1967  ",25,Spores?
This  Side of Paradise ,"2 Mar, 1967  ",25,No.
This  Side of Paradise ,"2 Mar, 1967  ",25,"No, I can't. Please, don't!"
This  Side of Paradise ,"2 Mar, 1967  ",25,I am not like you.
This  Side of Paradise ,"2 Mar, 1967  ",25,"I love you. I can love you.      Captain's log, supplemental. We have been ordered  by Starfleet Command to evacuate the colony on Omicron Three. However,  the colony leader, Elias Sandoval, has refused all co-operation and  will not listen to any arguments."
This  Side of Paradise ,"2 Mar, 1967  ",25,That one looks like a dragon. You see the tail and the dorsal  spines?
This  Side of Paradise ,"2 Mar, 1967  ",25,"I have. On Berengaria Seven. But I've never stopped to look at  clouds before. Or rainbows. You know, I can tell you exactly why one  appears in the sky, but considering its beauty has always been out of  the question."
This  Side of Paradise ,"2 Mar, 1967  ",25,"Yes, what did you want?"
This  Side of Paradise ,"2 Mar, 1967  ",25,"Yes, Captain. What did you want?"
This  Side of Paradise ,"2 Mar, 1967  ",25,I don't believe I want to tell you.
This  Side of Paradise ,"2 Mar, 1967  ",25,"No, I don't think so."
This  Side of Paradise ,"2 Mar, 1967  ",25,"I don't think so, sir."
This  Side of Paradise ,"2 Mar, 1967  ",25,"I didn't want to, Jim."
This  Side of Paradise ,"2 Mar, 1967  ",25,"There'll be no evacuation, Jim, but perhaps we should go back  and get you straightened out."
This  Side of Paradise ,"2 Mar, 1967  ",25,Very well. Come with me.
This  Side of Paradise ,"2 Mar, 1967  ",25,"Mister Sulu understands, don't you, Mister Sulu?"
This  Side of Paradise ,"2 Mar, 1967  ",25,I can see the Captain is going to be difficult.
This  Side of Paradise ,"2 Mar, 1967  ",25,Almost the entire ship's complement has beamed down.
This  Side of Paradise ,"2 Mar, 1967  ",25,"He went off to create something called a mint julep. That's a  drink, Jim."
This  Side of Paradise ,"2 Mar, 1967  ",25,"It's impossible to say. They drifted through space until they  finally landed here. You see, they actually thrive on Berthold rays.  The plants act as a repository for thousands of microscopic spores  until they find a human body to inhabit."
This  Side of Paradise ,"2 Mar, 1967  ",25,"It's a true Eden, Jim. There's belonging and love."
This  Side of Paradise ,"2 Mar, 1967  ",25,"You don't understand, Jim, but you'll come around sooner or  later. Join us. Please."
This  Side of Paradise ,"2 Mar, 1967  ",25,"Yes, Jim. What is it now?"
This  Side of Paradise ,"2 Mar, 1967  ",25,"Wonderful, Jim. When will you beam down?"
This  Side of Paradise ,"2 Mar, 1967  ",25,Good. Leila and I will meet you at the beam  down point.
This  Side of Paradise ,"2 Mar, 1967  ",25,Spock here.
This  Side of Paradise ,"2 Mar, 1967  ",25,"What's keeping you, Jim? We've been waiting."
This  Side of Paradise ,"2 Mar, 1967  ",25,Do you want me to beam up a party?
This  Side of Paradise ,"2 Mar, 1967  ",25,Just a moment. It won't take long. Do you  mind?
This  Side of Paradise ,"2 Mar, 1967  ",25,"Ready to beam up, Jim."
This  Side of Paradise ,"2 Mar, 1967  ",25,"The term half-breed is somewhat applicable, but computerised is  inaccurate. A machine can be computerised, not a man."
This  Side of Paradise ,"2 Mar, 1967  ",25,"Jim, I don't understand."
This  Side of Paradise ,"2 Mar, 1967  ",25,"Captain, if you'll excuse me."
This  Side of Paradise ,"2 Mar, 1967  ",25,My mother was a teacher. My father an ambassador.
This  Side of Paradise ,"2 Mar, 1967  ",25,"Captain, please don't"
This  Side of Paradise ,"2 Mar, 1967  ",25,That's enough.
This  Side of Paradise ,"2 Mar, 1967  ",25,You did that to me deliberately.
This  Side of Paradise ,"2 Mar, 1967  ",25,The spores. They're gone. I don't belong anymore.
This  Side of Paradise ,"2 Mar, 1967  ",25,"That may be correct, Captain, but trying to initiate a brawl  with over five hundred crewmen and colonists is hardly logical."
This  Side of Paradise ,"2 Mar, 1967  ",25,It can be done.
This  Side of Paradise ,"2 Mar, 1967  ",25,Captain. Striking a fellow officer is a court martial offence.
This  Side of Paradise ,"2 Mar, 1967  ",25,"That is quite logical, Captain."
This  Side of Paradise ,"2 Mar, 1967  ",25,Enterprise. Spock here.
This  Side of Paradise ,"2 Mar, 1967  ",25,Yes. Yes. I'm quite well.
This  Side of Paradise ,"2 Mar, 1967  ",25,"Are you still at the beam down point, and is the doctor there?"
This  Side of Paradise ,"2 Mar, 1967  ",25,Give your communicator back to Doctor McCoy.  You won't need it to beam up. It'll take a few moments. Just wait  there. Out.
This  Side of Paradise ,"2 Mar, 1967  ",25,"I'll be back shortly, Captain."
This  Side of Paradise ,"2 Mar, 1967  ",25,It was necessary.
This  Side of Paradise ,"2 Mar, 1967  ",25,I can't.
This  Side of Paradise ,"2 Mar, 1967  ",25,"I have a responsibility to this ship, to that man on the Bridge.  I am what I am, Leila, and if there are self-made purgatories, then we  all have to live in them. Mine can be no worse than someone else's."
This  Side of Paradise ,"2 Mar, 1967  ",25,You couldn't pronounce it.
This  Side of Paradise ,"2 Mar, 1967  ",25,"They'll not hear this, of course. It'll be  more a sensation of feeling it."
This  Side of Paradise ,"2 Mar, 1967  ",25,Precisely. It should begin to work on their nerves in a few  minutes.
This  Side of Paradise ,"2 Mar, 1967  ",25,Enterprise. Spock here.
This  Side of Paradise ,"2 Mar, 1967  ",25,"Just a moment. They're all beginning to call  in, Captain. Rather contritely, I should say. Sandoval wishes to speak  to you."
This  Side of Paradise ,"2 Mar, 1967  ",25,"Poetry, Captain. Non-regulation."
This  Side of Paradise ,"2 Mar, 1967  ",25,"I have little to say about it, Captain, except that for the  first time in my life I was happy."
The  Devil In The Dark ,"9 Mar, 1967  ",26,I'm sure there is an answer. It simply has not yet been  discovered.
The  Devil In The Dark ,"9 Mar, 1967  ",26,"There is no current volcanic activity on this planet, Captain."
The  Devil In The Dark ,"9 Mar, 1967  ",26,Oh. You mean shot at it.
The  Devil In The Dark ,"9 Mar, 1967  ",26,Fascinating.
The  Devil In The Dark ,"9 Mar, 1967  ",26,"Mister  Vanderberg, what is this?"
The  Devil In The Dark ,"9 Mar, 1967  ",26,"But a geological oddity, to say the least. Pure silicon?"
The  Devil In The Dark ,"9 Mar, 1967  ",26,"I've charted the positions of the deaths and  acts of sabotage. Here, here, and here. If the times of these incidents  are to be accepted as accurate, the creature would have to have moved  at an incredible rate of speed."
The  Devil In The Dark ,"9 Mar, 1967  ",26,If we could force another appearance of this creature
The  Devil In The Dark ,"9 Mar, 1967  ",26,"I wouldn't touch it, Captain. An extremely active corrosive.  Traces may linger."
The  Devil In The Dark ,"9 Mar, 1967  ",26,"The same indication as shown at the door, Captain. A very strong  corrosive."
The  Devil In The Dark ,"9 Mar, 1967  ",26,"Nothing for a device this antiquated, Captain."
The  Devil In The Dark ,"9 Mar, 1967  ",26,The missing pump wasn't taken by accident.  It was the one piece of equipment absolutely essential for the  operation of the reactor.
The  Devil In The Dark ,"9 Mar, 1967  ",26,It would seem so.
The  Devil In The Dark ,"9 Mar, 1967  ",26,I don't know. But there is a possibility.
The  Devil In The Dark ,"9 Mar, 1967  ",26,"Life as we know it is universally based on some combination of  carbon compounds, but what if life exists based on another element?  For instance, silicon."
The  Devil In The Dark ,"9 Mar, 1967  ",26,"Certainly not phaser one, which is far less powerful than phaser  two."
The  Devil In The Dark ,"9 Mar, 1967  ",26,"It could explain much, especially since the colonists are armed  only with phaser one."
